"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","Ca","Fe","Cu","Br","Sr","Zr","Mo_inc","Mo_coh"
"HER14L","HER14L_2C_329",113.3,13740.26,7.68,1,32721,76627,1.5,82,405,1571,139,1317,489,1354,61171,8995
"HER14L","HER14L_2C_330",113.4,13742.53,7.67,1,32679,77349,1.53,59,343,2987,25,1252,338,1088,61195,8947
"HER14L","HER14L_2C_331",113.5,13744.79,7.67,1,33153,78111,1.37,84,338,5065,72,1034,120,1325,60678,8662
"HER14L","HER14L_2C_332",113.6,13747.06,7.66,1,32958,77649,1.55,63,339,2677,23,1296,249,1325,61858,9048
"HER14L","HER14L_2C_333",113.7,13749.33,7.66,1,32956,75605,1.42,74,409,1120,63,1395,553,1180,60961,8821
"HER14L","HER14L_2C_334",113.8,13751.59,7.67,1,32913,74542,1.43,60,428,890,59,1269,446,1201,60805,8772
"HER14L","HER14L_2C_335",113.9,13753.86,7.67,1,32759,75285,1.49,66,409,377,0,1320,302,1371,61175,9024
"HER14L","HER14L_2C_336",114,13756.13,7.67,1,32846,75800,1.71,68,423,279,144,1222,546,1349,61645,8948
"HER14L","HER14L_2C_337",114.1,13758.39,7.67,1,32949,77167,1.45,77,420,355,152,1127,667,1300,62849,9367
"HER14L","HER14L_2C_338",114.2,13760.66,7.67,1,33152,76662,1.5,74,433,294,158,1470,420,1251,62216,9146
"HER14L","HER14L_2C_339",114.3,13762.93,7.67,1,33186,76871,1.38,48,333,223,52,1647,519,1298,62638,9048
"HER14L","HER14L_2C_340",114.4,13765.2,7.68,1,33208,76674,1.52,56,414,311,125,1448,355,1307,62398,9085
"HER14L","HER14L_2C_341",114.5,13767.46,7.67,1,33229,76735,1.38,43,386,446,59,1295,649,1460,62229,9270
"HER14L","HER14L_2C_342",114.6,13769.73,7.67,1,33272,79683,1.38,72,385,3529,92,1407,432,1357,62183,9175
"HER14L","HER14L_2C_343",114.7,13772,7.67,1,33352,79351,1.47,60,412,4639,76,1197,551,1384,61238,9105
"HER14L","HER14L_2C_344",114.8,13774.26,7.66,1,33216,76034,1.39,64,467,566,125,1073,335,1380,62261,9023
"HER14L","HER14L_2C_345",114.9,13776.53,7.67,1,33054,75469,1.68,58,401,261,56,1158,554,1164,62082,8875
"HER14L","HER14L_2C_346",115,13778.8,7.67,1,33050,75865,1.37,68,421,349,138,1015,386,1302,61859,9083
"HER14L","HER14L_2C_347",115.1,13781.06,7.67,1,32981,75579,1.44,29,398,878,86,1090,480,1166,61635,9086
"HER14L","HER14L_2C_348",115.2,13783.33,7.67,1,32716,76786,1.58,66,387,2576,72,1032,665,1245,60884,9253
"HER14L","HER14L_2C_349",115.3,13785.6,7.68,1,32286,77615,1.36,58,375,2615,103,1152,488,1210,61510,8887
"HER14L","HER14L_2C_350",115.4,13787.87,7.68,1,32977,80911,1.43,64,389,5285,88,1038,551,1239,62032,9339
"HER14L","HER14L_2C_351",115.5,13790.13,7.68,1,33157,79011,1.49,52,358,5314,47,1171,389,1097,60700,9158
"HER14L","HER14L_2C_352",115.6,13792.4,7.69,1,33159,76299,1.32,56,396,324,83,1250,391,1320,62478,9209
"HER14L","HER14L_2C_353",115.7,13794.67,7.7,1,33047,76008,1.22,93,406,357,140,1136,382,1252,61874,9295
"HER14L","HER14L_2C_354",115.8,13796.93,7.7,1,32845,76377,1.39,50,378,621,96,1116,407,1395,62160,9267
"HER14L","HER14L_2C_355",115.9,13799.2,7.7,1,32964,78379,1.33,42,378,2921,6,1119,459,1316,61963,9229
"HER14L","HER14L_2C_356",116,13801.47,7.71,1,33141,85441,1.36,80,341,10343,88,936,542,1314,61612,9469
"HER14L","HER14L_2C_357",116.1,13803.73,7.72,1,33042,86355,1.46,76,343,12486,55,1114,523,1198,60553,9193
"HER14L","HER14L_2C_358",116.2,13806,7.73,1,33333,80950,1.46,74,384,4852,62,1179,416,1336,62649,9005
"HER14L","HER14L_2C_359",116.3,13808.27,7.73,1,33462,78959,1.42,59,406,1792,0,1154,495,1414,63117,9524
"HER14L","HER14L_2C_360",116.4,13810.53,7.73,1,33432,79105,1.38,46,412,1501,22,1165,907,1117,63608,9294
"HER14L","HER14L_2C_361",116.5,13812.8,7.73,1,33469,78144,1.29,49,395,813,43,1114,460,1302,64027,9240
"HER14L","HER14L_2C_362",116.6,13815.07,7.73,1,33507,77687,1.45,46,436,364,48,1257,498,1226,63396,9335
"HER14L","HER14L_2C_363",116.7,13817.34,7.73,1,33522,77574,1.33,55,401,258,73,1282,476,1226,63386,9472
"HER14L","HER14L_2C_364",116.8,13819.6,7.73,1,33560,76814,1.52,67,434,488,150,1230,394,1375,62764,9204
"HER14L","HER14L_2C_365",116.9,13821.87,7.72,1,33166,77301,1.44,52,414,735,185,1390,591,1324,62552,8989
"HER14L","HER14L_2C_366",117,13824.14,7.72,1,32895,76544,1.37,60,363,371,142,1096,546,1302,62560,9446
"HER14L","HER14L_2C_367",117.1,13826.4,7.72,1,33128,76580,1.57,42,392,529,107,1308,465,1240,62416,9197
"HER14L","HER14L_2C_368",117.2,13828.67,7.72,1,33309,77778,1.37,64,397,288,115,1385,551,1205,63448,9370
"HER14L","HER14L_2C_369",117.3,13830.94,7.72,1,33302,76108,1.47,49,348,269,134,1250,422,1158,62607,8805
"HER14L","HER14L_2C_370",117.4,13833.2,7.73,1,33237,76833,1.53,74,370,568,108,1287,543,1285,62770,8942
"HER14L","HER14L_2C_371",117.5,13835.47,7.73,1,32978,76801,1.67,56,355,327,26,1319,512,1146,62488,9236
"HER14L","HER14L_2C_372",117.6,13837.74,7.73,1,33254,77418,1.47,48,386,335,114,1042,469,1519,62986,9421
"HER14L","HER14L_2C_373",117.7,13840.01,7.74,1,33348,76797,1.57,56,390,623,139,1184,286,1176,63211,9071
"HER14L","HER14L_2C_374",117.8,13842.27,7.74,1,33437,77840,1.55,71,443,488,109,1542,475,1381,63309,8787
"HER14L","HER14L_2C_375",117.9,13844.54,7.74,1,33381,76591,1.52,65,433,321,142,1364,560,1341,62868,8792
"HER14L","HER14L_2C_376",118,13846.81,7.74,1,33379,77789,1.63,60,399,313,149,1456,721,1239,63255,9245
"HER14L","HER14L_2C_377",118.1,13849.07,7.74,1,33453,77692,1.59,66,453,311,30,1316,548,1248,63629,8938
"HER14L","HER14L_2C_378",118.2,13851.34,7.74,1,33484,78153,1.67,77,508,268,47,1262,678,1340,63787,9411
"HER14L","HER14L_2C_379",118.3,13853.61,7.75,1,33453,77260,1.67,58,459,397,132,1241,359,1346,63136,9410
"HER14L","HER14L_2C_380",118.4,13855.87,7.74,1,33379,77596,1.59,78,415,480,105,1062,488,1381,63387,9008
"HER14L","HER14L_2C_381",118.5,13858.14,7.74,1,33161,77363,1.52,35,376,615,69,1307,475,1574,63336,8807
"HER14L","HER14L_2C_382",118.6,13860.41,7.74,1,33317,78219,1.45,45,418,373,16,1353,364,1307,63992,8881
"HER14L","HER14L_2C_383",118.7,13862.68,7.74,1,33148,77824,1.55,59,373,580,120,1250,723,1356,63008,9364
"HER14L","HER14L_2C_384",118.8,13864.94,7.73,1,33036,77842,1.53,45,372,1124,123,1744,416,1225,62532,9099
"HER14L","HER14L_2C_385",118.9,13867.21,7.74,1,32944,77657,1.68,61,328,1880,119,1281,312,1150,62612,9057
"HER14L","HER14L_2C_386",119,13869.48,7.74,1,32847,77248,1.66,82,334,1981,117,1496,225,1271,61734,9022
"HER14L","HER14L_2C_387",119.1,13871.74,7.74,1,32814,75829,1.46,55,336,627,115,1238,291,1285,62126,8994
"HER14L","HER14L_2C_388",119.2,13874.01,7.75,1,32992,76128,1.43,51,359,270,77,1276,390,1450,62178,9270
"HER14L","HER14L_2C_389",119.3,13876.28,7.75,1,32544,75130,1.43,31,348,172,153,1188,545,1433,61263,9106
"HER14L","HER14L_2C_390",119.4,13878.54,7.76,1,32693,77148,1.54,38,298,368,114,1323,532,1480,62545,9113
"HER14L","HER14L_2C_391",119.5,13880.81,7.78,1,33198,76621,1.54,66,365,372,100,1168,593,1079,62911,9129
"HER14L","HER14L_2C_392",119.6,13883.08,7.79,1,33200,77533,1.51,52,367,393,141,1311,394,1270,62826,9518
"HER14L","HER14L_2C_393",119.7,13885.34,7.8,1,33167,77486,1.3,47,376,380,69,1592,504,1359,62799,9110
"HER14L","HER14L_2C_394",119.8,13887.61,7.8,1,33142,76583,1.43,62,365,193,180,1659,465,1259,62385,9093
"HER14L","HER14L_2C_395",119.9,13889.88,7.8,1,33074,77497,1.44,41,395,183,139,1346,671,1204,63324,9141
"HER14L","HER14L_2C_396",120,13891.61,7.8,1,33342,76487,1.32,80,390,168,40,1413,648,1138,62515,9132
"HER14L","HER14L_2C_397",120.1,13893.33,7.8,1,33338,75802,1.4,56,425,259,123,1247,452,1316,62013,8983
"HER14L","HER14L_2C_398",120.2,13895.06,7.81,1,33269,77431,1.41,57,466,165,216,1412,593,1266,62967,9255
"HER14L","HER14L_2C_399",120.3,13896.79,7.81,1,33092,76155,1.56,37,390,179,120,1157,361,1360,62416,9060
"HER14L","HER14L_2C_400",120.4,13898.51,7.81,1,33015,76100,1.41,56,367,185,100,1368,448,1213,62610,8875
"HER14L","HER14L_2C_401",120.5,13900.24,7.81,1,33038,76209,1.44,43,368,197,172,1296,390,1330,62521,9240
"HER14L","HER14L_2C_402",120.6,13901.96,7.82,1,33141,76418,1.38,58,376,160,167,1187,354,1098,62969,8931
"HER14L","HER14L_2C_403",120.7,13903.69,7.83,1,33286,76410,1.64,35,362,224,88,1246,225,1159,63002,9260
"HER14L","HER14L_2C_404",120.8,13905.42,7.83,1,33276,77165,1.7,30,355,110,93,1514,439,1364,62909,9115
"HER14L","HER14L_2C_405",120.9,13907.14,7.83,1,33480,76786,1.49,88,423,181,139,1098,399,1329,63047,9313
"HER14L","HER14L_2C_406",121,13908.87,7.83,1,33434,77179,1.68,48,366,240,104,1348,525,1331,62999,9004
"HER14L","HER14L_2C_407",121.1,13910.6,7.83,1,33138,74873,1.93,49,364,207,8,1291,415,1202,61825,8733
"HER14L","HER14L_2C_408",121.2,13912.32,7.83,1,33265,76902,1.49,56,359,151,73,1379,487,1262,62945,9026
"HER14L","HER14L_2C_409",121.3,13914.05,7.83,1,33141,77442,1.4,51,384,255,71,1365,592,1372,63487,9184
"HER14L","HER14L_2C_410",121.4,13915.78,7.83,1,33350,77796,1.61,53,377,271,65,1456,499,1323,63255,9396
"HER14L","HER14L_2C_411",121.5,13917.5,7.83,1,33406,77906,1.48,56,438,208,155,1465,529,1376,63581,9286
"HER14L","HER14L_2C_412",121.6,13919.23,7.83,1,33399,77469,1.3,75,420,204,190,1477,664,1270,63083,9279
"HER14L","HER14L_2C_413",121.7,13920.96,7.83,1,33189,78192,1.46,60,417,229,117,1478,541,1229,63674,9461
"HER14L","HER14L_2C_414",121.8,13922.68,7.82,1,33109,77124,1.44,60,309,171,183,1528,425,1332,63137,9186
"HER14L","HER14L_2C_415",121.9,13924.41,7.82,1,33049,77125,1.46,40,311,197,126,1310,429,1330,63346,9423
"HER14L","HER14L_2C_416",122,13926.14,7.84,1,33295,77179,1.5,62,329,214,102,1471,290,1194,63208,9591
"HER14L","HER14L_2C_417",122.1,13927.86,7.84,1,33343,77169,1.49,55,387,250,44,1451,225,1311,63485,9039
"HER14L","HER14L_2C_418",122.2,13929.59,7.85,1,33169,77470,1.52,42,397,187,123,1423,293,1225,63396,9243
"HER14L","HER14L_2C_419",122.3,13931.32,7.85,1,33226,77375,1.6,64,365,265,69,1671,558,1403,62694,9186
"HER14L","HER14L_2C_420",122.4,13933.04,7.85,1,32890,76948,1.43,51,402,221,133,1416,412,1253,62694,9330
"HER14L","HER14L_2C_421",122.5,13934.77,7.85,1,32877,77250,1.33,60,300,217,96,1305,382,1475,63003,9368
"HER14L","HER14L_2C_422",122.6,13936.5,7.85,1,33197,78135,1.44,55,349,424,98,1524,319,1525,63336,9536
"HER14L","HER14L_2C_423",122.7,13938.22,7.84,1,33462,78421,1.44,76,381,1651,143,1448,531,1327,62688,9370
"HER14L","HER14L_2C_424",122.8,13939.95,7.85,1,33436,78066,1.35,35,377,1336,112,1270,234,1440,62860,9219
"HER14L","HER14L_2C_425",122.9,13941.68,7.85,1,33001,78877,1.45,57,345,2779,138,1331,481,1247,62409,9000
"HER14L","HER14L_2C_426",123,13943.4,7.85,1,33057,78767,1.44,45,355,2128,174,1238,315,1280,62844,9138
"HER14L","HER14L_2C_427",123.1,13945.13,7.85,1,33035,77069,1.56,54,363,677,121,1272,458,1486,62430,9055
"HER14L","HER14L_2C_428",123.2,13946.86,7.84,1,33293,78882,1.22,52,355,2616,164,1323,206,1310,62723,9280
"HER14L","HER14L_2C_429",123.3,13948.58,7.84,1,33095,79722,1.49,56,322,3824,71,1296,662,1372,62311,9027
"HER14L","HER14L_2C_430",123.4,13950.31,7.84,1,33123,81578,1.59,69,334,7833,62,1279,64,1241,60453,9235
"HER14L","HER14L_2C_431",123.5,13952.04,7.84,1,33347,88775,1.82,71,275,15566,88,1152,190,1326,60146,9053
"HER14L","HER14L_2C_432",123.6,13953.76,7.84,1,32495,83514,1.3,54,209,10761,111,1223,501,1364,59801,8765
"HER14L","HER14L_2C_433",123.7,13955.49,7.83,1,32954,80699,1.48,58,279,6470,121,1106,294,1305,60794,9237
"HER14L","HER14L_2C_434",123.8,13957.22,7.82,1,33299,80832,1.41,55,320,6291,150,1170,178,1121,61380,9079
"HER14L","HER14L_2C_435",123.9,13958.94,7.82,1,33579,83227,1.5,35,349,7773,108,1333,265,1487,62043,9143
"HER14L","HER14L_2C_436",124,13960.67,7.81,1,33561,81904,1.58,52,357,5654,182,1265,526,1550,61961,9257
"HER14L","HER14L_2C_437",124.1,13962.4,7.81,1,33486,78931,1.4,68,404,2593,96,1229,337,1418,62217,9259
"HER14L","HER14L_2C_438",124.2,13964.12,7.81,1,33405,77559,1.38,49,353,929,180,1230,306,1285,63052,9198
"HER14L","HER14L_2C_439",124.3,13965.85,7.82,1,33488,78329,1.26,38,362,884,70,1148,176,1385,63370,9598
"HER14L","HER14L_2C_440",124.4,13967.58,7.82,1,33204,78197,1.48,60,350,1291,202,1291,324,1325,63198,9397
"HER14L","HER14L_2C_441",124.5,13969.3,7.81,1,33257,77871,1.24,33,345,1846,87,1235,241,1294,62370,9333
"HER14L","HER14L_2C_442",124.6,13971.03,7.81,1,33325,81874,1.68,89,366,7174,154,1184,134,1110,61610,8958
"HER14L","HER14L_2C_443",124.7,13972.76,7.8,1,33323,84405,1.33,98,318,9351,146,1196,278,1269,61224,9223
"HER14L","HER14L_2C_444",124.8,13974.48,7.8,1,33363,84324,1.39,67,311,8696,82,944,196,1511,61966,9406
"HER14L","HER14L_2C_445",124.9,13976.21,7.79,1,32811,78583,1.36,53,314,3081,97,1202,437,1367,61628,9259
"HER14L","HER14L_2D_142",125.1,13979.66,7.35,1,30953,72946,1.91,22,274,463,12,1029,370,1374,59551,9020
"HER14L","HER14L_2D_143",125.2,13981.39,7.35,1,30923,73286,1.17,41,309,289,252,1271,261,1471,59437,8961
"HER14L","HER14L_2D_144",125.3,13983.12,7.35,1,31136,72054,1.52,24,311,272,104,1153,321,1316,59408,8635
"HER14L","HER14L_2D_145",125.4,13984.84,7.35,1,31120,73316,1.38,45,308,231,103,1110,498,1379,60018,8636
"HER14L","HER14L_2D_146",125.5,13986.57,7.35,1,31235,73064,1.53,54,344,232,82,1213,352,1153,59911,8893
"HER14L","HER14L_2D_147",125.6,13988.3,7.35,1,31299,73677,1.4,53,283,164,96,1064,416,1425,60201,8978
"HER14L","HER14L_2D_148",125.7,13990.02,7.35,1,31285,73550,1.51,57,295,166,116,1324,394,1432,59884,8879
"HER14L","HER14L_2D_149",125.8,13991.75,7.35,1,31359,72254,1.47,52,322,185,24,1271,286,1185,59468,8525
"HER14L","HER14L_2D_150",125.9,13993.47,7.35,1,31260,73290,1.47,44,380,188,96,1334,347,1302,59830,8983
"HER14L","HER14L_2D_151",126,13995.2,7.35,1,31275,73289,1.54,47,272,193,152,1177,208,1512,59943,8782
"HER14L","HER14L_2D_152",126.1,13996.93,7.36,1,31352,74095,1.59,16,301,211,15,1175,605,1496,60740,8750
"HER14L","HER14L_2D_153",126.2,13998.65,7.36,1,31324,74521,1.42,56,316,247,136,1552,243,1384,60141,9044
"HER14L","HER14L_2D_154",126.3,14000.38,7.37,1,30953,72649,1.41,60,277,183,170,1143,389,1139,59615,8695
"HER14L","HER14L_2D_155",126.4,14002.11,7.37,1,30927,72748,1.59,38,290,292,100,1358,187,1260,59664,8763
"HER14L","HER14L_2D_156",126.5,14003.83,7.36,1,31120,73249,1.47,61,276,324,92,1385,351,1537,59428,8951
"HER14L","HER14L_2D_157",126.6,14005.56,7.37,1,31228,72586,1.36,48,291,250,106,1158,394,1462,59432,8789
"HER14L","HER14L_2D_158",126.7,14007.29,7.37,1,31247,72290,1.68,37,309,249,112,1027,406,1428,59612,8496
"HER14L","HER14L_2D_159",126.8,14009.01,7.37,1,31149,72773,1.48,58,321,276,179,1306,387,1308,59142,8664
"HER14L","HER14L_2D_160",126.9,14010.74,7.38,1,31041,72973,1.43,55,291,1086,112,1281,521,1272,58722,8498
"HER14L","HER14L_2D_161",127,14012.47,7.38,1,31220,74898,1.38,33,319,2534,177,1141,398,1450,59024,8819
"HER14L","HER14L_2D_162",127.1,14014.19,7.39,1,31222,74040,1.56,52,275,1287,103,1143,382,1404,59416,9040
"HER14L","HER14L_2D_163",127.2,14015.92,7.39,1,31143,73613,1.34,52,298,1411,136,1264,244,1070,59457,8750
"HER14L","HER14L_2D_164",127.3,14017.65,7.39,1,31162,74078,1.51,61,270,1343,122,1218,160,1343,59600,8762
"HER14L","HER14L_2D_165",127.4,14019.37,7.39,1,31123,73801,1.4,39,314,1260,184,867,211,1732,59493,8877
"HER14L","HER14L_2D_166",127.5,14021.1,7.38,1,31033,73286,1.34,47,284,762,156,1150,564,1537,59168,8765
"HER14L","HER14L_2D_167",127.6,14022.83,7.39,1,31235,73734,1.16,52,304,1629,193,929,392,1395,59215,8831
"HER14L","HER14L_2D_168",127.7,14024.55,7.4,1,31305,78663,1.45,50,281,7120,232,1232,186,1365,58726,8435
"HER14L","HER14L_2D_169",127.8,14026.28,7.41,1,31418,76398,1.32,50,311,4426,126,1143,197,1278,59157,8685
"HER14L","HER14L_2D_170",127.9,14028.01,7.42,1,31187,73477,1.55,45,277,1079,132,979,17,1303,59588,8895
"HER14L","HER14L_2D_171",128,14029.73,7.43,1,30915,73788,1.46,50,274,1204,163,1202,512,1284,59553,8662
"HER14L","HER14L_2D_172",128.1,14031.46,7.43,1,30684,74231,1.46,58,255,1124,110,949,197,1459,59792,8903
"HER14L","HER14L_2D_173",128.2,14033.19,7.45,1,30634,73097,1.61,67,299,1151,0,1031,495,1100,58826,8736
"HER14L","HER14L_2D_174",128.3,14034.91,7.46,1,31102,72610,1.41,52,296,657,105,991,268,1290,59490,8805
"HER14L","HER14L_2D_175",128.4,14036.64,7.46,1,31032,73007,1.44,33,321,792,95,1152,453,1148,59534,8895
"HER14L","HER14L_2D_176",128.5,14038.37,7.46,1,31244,74436,1.5,51,319,552,59,1133,356,1183,60678,9088
"HER14L","HER14L_2D_177",128.6,14040.09,7.46,1,31490,74843,1.13,32,308,733,168,1205,607,1517,60519,8938
"HER14L","HER14L_2D_178",128.7,14041.82,7.46,1,31736,75278,1.69,60,386,1298,43,1248,255,1499,60639,8901
"HER14L","HER14L_2D_179",128.8,14043.55,7.47,1,31739,74446,1.53,45,363,1031,219,1218,199,1200,60533,8880
"HER14L","HER14L_2D_180",128.9,14045.27,7.47,1,31772,75158,1.41,63,384,850,133,1162,489,1149,60712,9093
"HER14L","HER14L_2D_181",129,14047,7.47,1,31558,75362,1.42,48,360,854,111,1109,167,1371,60951,9262
"HER14L","HER14L_2D_182",129.1,14048.73,7.46,1,31929,75539,1.42,56,381,1382,74,1162,141,1427,60826,9040
"HER14L","HER14L_2D_183",129.2,14050.45,7.47,1,31796,74146,1.29,49,354,388,202,1387,372,1523,60213,9004
"HER14L","HER14L_2D_184",129.3,14052.18,7.46,1,31630,73959,1.69,60,396,463,131,1165,650,1360,60113,8814
"HER14L","HER14L_2D_185",129.4,14053.91,7.47,1,31575,74541,1.37,59,372,491,112,1157,558,1565,60239,9043
"HER14L","HER14L_2D_186",129.5,14055.63,7.46,1,31786,75473,1.36,65,393,1462,92,1101,583,1463,60064,8826
"HER14L","HER14L_2D_187",129.6,14057.36,7.46,1,31865,74269,1.33,38,447,1231,289,935,506,1363,59330,8889
"HER14L","HER14L_2D_188",129.7,14059.09,7.47,1,31870,75860,1.32,106,478,3100,171,1143,284,1306,59452,8971
"HER14L","HER14L_2D_189",129.8,14060.81,7.46,1,31850,78450,1.33,111,371,6674,238,919,508,1241,58108,8772
"HER14L","HER14L_2D_190",129.9,14062.54,7.46,1,31863,80042,1.27,81,373,8488,115,887,572,1372,58067,8732
"HER14L","HER14L_2D_191",130,14068.02,7.45,1,31890,79172,1.78,82,399,7923,262,1035,518,1193,57944,8583
"HER14L","HER14L_2D_192",130.1,14073.5,7.45,1,31535,77991,1.44,76,345,8842,149,1031,258,1332,56170,8586
"HER14L","HER14L_2D_193",130.2,14078.97,7.45,1,31750,84530,1.57,91,330,16300,189,1097,91,1288,55581,8513
"HER14L","HER14L_2D_194",130.3,14084.45,7.45,1,31671,85992,1.17,90,286,19968,57,1040,126,879,54295,8201
"HER14L","HER14L_2D_195",130.4,14089.93,7.44,1,32091,91379,1.4,113,272,25428,151,669,350,1067,54444,7986
"HER14L","HER14L_2D_196",130.5,14095.41,7.44,1,32102,90570,1.53,101,225,23113,157,764,335,1226,54842,8663
"HER14L","HER14L_2D_197",130.6,14100.89,7.44,1,32407,89783,1.6,101,271,22822,112,633,238,1223,54943,8483
"HER14L","HER14L_2D_198",130.7,14106.36,7.44,1,32326,88700,1.61,91,275,20596,195,964,319,1151,55605,8459
"HER14L","HER14L_2D_199",130.8,14111.84,7.44,1,32145,85418,1.35,104,315,16414,176,1008,318,1205,56200,8568
"HER14L","HER14L_2D_200",130.9,14117.32,7.44,1,32748,85563,1.38,73,370,15873,106,1063,349,1306,56926,8724
"HER14L","HER14L_2D_201",131,14122.8,7.44,1,32625,80320,1.38,97,395,8182,179,1649,407,1143,58471,8656
"HER14L","HER14L_2D_202",131.1,14128.28,7.42,1,32282,76017,1.19,71,393,3149,135,1052,333,1183,60008,8663
"HER14L","HER14L_2D_203",131.2,14133.75,7.41,1,31768,74836,1.34,57,354,1518,214,976,381,1317,60034,8913
"HER14L","HER14L_2D_204",131.3,14139.23,7.42,1,32041,75244,1.36,67,365,1313,211,973,494,1455,60647,8976
"HER14L","HER14L_2D_205",131.4,14144.71,7.42,1,31888,73663,1.36,55,376,681,99,841,442,1359,60165,8869
"HER14L","HER14L_2D_206",131.5,14150.19,7.42,1,31975,74538,1.32,47,382,1245,81,1096,542,1274,60211,8790
"HER14L","HER14L_2D_207",131.6,14155.67,7.42,1,32182,74874,1.42,44,319,640,133,1292,219,1411,60909,9042
"HER14L","HER14L_2D_208",131.7,14161.14,7.43,1,32103,73943,1.51,95,382,674,143,1066,220,1270,60171,9010
"HER14L","HER14L_2D_209",131.8,14166.62,7.43,1,32119,74090,1.43,57,368,816,164,944,416,1188,60392,8694
"HER14L","HER14L_2D_210",131.9,14172.1,7.43,1,32094,75049,1.32,83,377,1139,140,936,371,1272,60614,8938
"HER14L","HER14L_2D_211",132,14177.58,7.43,1,32299,74679,1.53,68,341,1795,195,927,372,1177,60096,8615
"HER14L","HER14L_2D_212",132.1,14183.06,7.43,1,32163,75653,1.48,47,328,1749,96,959,304,1311,60941,8872
"HER14L","HER14L_2D_213",132.2,14188.53,7.43,1,32332,75402,1.25,36,302,2040,137,830,260,1318,60530,8972
"HER14L","HER14L_2D_214",132.3,14194.01,7.44,1,32214,77503,1.28,69,311,3115,184,1227,231,1593,61066,8653
"HER14L","HER14L_2D_215",132.4,14199.49,7.43,1,32158,75846,1.31,42,290,2067,125,1071,169,1242,60956,9104
"HER14L","HER14L_2D_216",132.5,14204.97,7.44,1,32144,75273,1.65,69,320,1692,94,1217,330,1208,60635,8848
"HER14L","HER14L_2D_217",132.6,14210.45,7.44,1,32016,75254,1.4,64,362,1117,54,1409,300,1550,60489,9018
"HER14L","HER14L_2D_218",132.7,14215.92,7.43,1,32184,76055,1.56,76,309,2800,174,1060,359,1237,60308,8929
"HER14L","HER14L_2D_219",132.8,14221.4,7.43,1,32381,77672,1.49,91,365,4260,81,1213,271,1436,59921,8754
"HER14L","HER14L_2D_220",132.9,14226.88,7.42,1,32130,75104,1.3,47,360,991,94,1221,478,1311,60651,9117
"HER14L","HER14L_2D_221",133,14232.36,7.43,1,32075,74696,1.33,62,316,1125,72,1038,330,1310,60470,9003
"HER14L","HER14L_2D_222",133.1,14237.84,7.44,1,32190,77140,1.38,61,296,2707,240,1151,425,1538,60547,9220
"HER14L","HER14L_2D_223",133.2,14243.31,7.44,1,32385,77007,1.46,55,319,1701,98,1000,285,1478,61730,9264
"HER14L","HER14L_2D_224",133.3,14248.79,7.44,1,32458,78369,1.49,63,338,3517,196,1016,347,1230,61342,9176
"HER14L","HER14L_2D_225",133.4,14254.27,7.45,1,32656,78556,1.42,80,373,3092,84,1240,466,1191,61414,9232
"HER14L","HER14L_2D_226",133.5,14259.75,7.45,1,32809,78620,1.48,68,400,4402,176,1130,371,1269,60836,9029
"HER14L","HER14L_2D_227",133.6,14265.23,7.45,1,32418,76908,1.38,50,371,2805,40,1228,273,1283,60913,8874
"HER14L","HER14L_2D_228",133.7,14270.7,7.45,1,32123,74372,1.38,63,341,824,96,962,187,1117,60677,8989
"HER14L","HER14L_2D_229",133.8,14276.18,7.45,1,31818,73069,1.49,43,284,453,98,1017,299,1213,59932,8876
"HER14L","HER14L_2D_230",133.9,14281.66,7.45,1,32164,75994,1.34,66,367,561,72,1244,414,1381,61852,9185
"HER14L","HER14L_2D_231",134,14287.14,7.45,1,32377,74836,1.21,59,323,870,74,1161,332,1502,60629,8869
"HER14L","HER14L_2D_232",134.1,14292.62,7.45,1,32100,75328,1.65,59,348,1288,83,1203,104,1392,60521,9268
"HER14L","HER14L_2D_233",134.2,14298.09,7.45,1,32118,76598,1.53,52,353,2238,108,1207,474,1554,60757,8777
"HER14L","HER14L_2D_234",134.3,14303.57,7.46,1,31990,75660,1.49,42,391,1959,132,1305,236,1376,60382,9000
"HER14L","HER14L_2D_235",134.4,14309.05,7.45,1,32262,74983,1.45,60,355,858,157,1244,214,1093,61250,8715
"HER14L","HER14L_2D_236",134.5,14314.53,7.46,1,32078,74627,1.29,45,355,1008,120,1188,233,1236,60550,9198
"HER14L","HER14L_2D_237",134.6,14320.01,7.46,1,32346,75916,1.39,64,333,1040,89,1351,527,1332,61219,9191
"HER14L","HER14L_2D_238",134.7,14325.48,7.47,1,32234,76738,1.42,56,345,1830,75,1403,387,1545,60782,9195
"HER14L","HER14L_2D_239",134.8,14330.96,7.47,1,32154,76067,1.33,58,349,3071,73,1056,199,1398,59660,8937
"HER14L","HER14L_2D_240",134.9,14336.44,7.47,1,32224,75741,1.37,67,285,2648,74,1076,313,1042,60087,8925
"HER14L","HER14L_2D_241",135,14341.92,7.47,1,32169,74511,1.5,41,287,1307,129,1182,48,1303,60472,8936
"HER14L","HER14L_2D_242",135.1,14347.4,7.47,1,32120,75644,1.31,61,340,1960,165,1365,305,1339,60569,8709
"HER14L","HER14L_2D_243",135.2,14352.87,7.47,1,32300,75634,1.42,55,328,1406,88,1330,280,1245,60840,8860
"HER14L","HER14L_2D_244",135.3,14358.35,7.47,1,32065,74986,1.36,60,309,750,126,1360,275,1333,60913,8784
